Id,nAnswers,QuestionId,Title,Body,Score,ViewCount,IsAccepted,Reason
123,3,29300441,How can I substring in a required format in ios,"<p>I have a string like this ,</p>&#xA;&#xA;<pre><code>NSString *strTest = @"Hii how are you doing @Ravi , how do u do @Kiran  where are you @Varun";&#xA;</code></pre>&#xA;&#xA;<p>I want a substring from the above string which contains only the words whic""p>I have a string like this ,</p>&#xA;&#xA;<pre><code>NSString *strTest = @"Hii how are you doing @Ravi , how do u do @Kiran  where are you @Varun";&#xA;</code></pre>&#xA;&#xA;<p"">I have a string like this ,</p>&#xA;&#xA;<pre><code>NSString *strTest = @"Hii how are you doing @Ravi""I have a string like this ,",-2,102,1,The problem is immediately solved
124,3,18831419,Why var hasn't capital letter (Var) in C#?,"<p>I am wondering something that may look stupid but C# has a definition for every type with capitalized letter : </p>&#xA;&#xA;<p><code>int -&gt; Int32 , &#xA; double -&gt; Double , &#xA; string -&gt; String , &#xA; etc..</code> </p>&#xA;&#xA;<p>Why does",-4,169,1,The problem is immediately solved
125,3,20145154,dictinary of dictionary in python,"<pre><code>tags = {'stream', 'auth'} &#xA;tags['stream']= {}&#xA;tags["stream"]["path"]= ["/streams"]&#xA;tags['stream']['attribute']= ['id', 'secure', 'cpcode', 'format', 'event_pattern']&#xA;</code></pre>&#xA;&#xA;<p>The above code throws an error: </p>""pre><code>tags = {'stream', 'auth'} &#xA;tags['stream']= {}&#xA;tags["stream"]["path"]= ["/streams"]&#xA;tags['stream']['attribute']= ['id', 'secure', 'cpcode', 'format', 'event_patter""re><code>tags = {'stream', 'auth'} &#xA;tags['stream']= {}&#xA;tags["stream"]["path"]= ["/streams"]&#xA;tags['stre""e><code>tags = {'stream', 'auth'} &#xA;tags['",-1,176,1,The problem is immediately solved
126,3,30469541,Incorporate regex quantifier into brackets,"<p>I am trying to incorporate the following negative lookahead regex</p>&#xA;&#xA;<pre><code>^(?!\*\*) &#xA;</code></pre>&#xA;&#xA;<p>into the following regex</p>&#xA;&#xA;<pre><code>^([a-z]:)?(\\[^&lt;&gt;:"/\\|?;,$=%@~]+)+\\?$&#xA;</code></pre>&#xA;&#xA""p>I am trying to incorporate the following nega",0,39,1,The problem is immediately solved
127,3,1140909,Error When Compiling C++ File In GCC,"<p>I'm using Linux Ubuntu Intrepid Ibex and using as compiler the <em>gcc</em>, but when I try to compile a C++ project file, the compiler give me this error:</p>&#xA;&#xA;<pre><code>ubuntu@ubuntu-laptop:~/C++$ gcc ClientFile.cpp&#xA;gcc: error trying to ",1,7581,1,The problem is immediately solved
128,3,7487122,Jquery if Condition that will call an Alert if string not in proper format,"<p>Basically, I am trying to craft an if condition that will alert users if the do not enter their date in the proper format, i.e. the format (2011-09-20) it will alert users to this fact. Thanks in advance!</p>&#xA;",0,1445,1,The problem is immediately solved
129,3,7410739,How to detect second occurrence using regex? (php),"<p>From this question <a href="https://stackoverflow.com/questions/7395977/how-to-match-this-word-using-regex-php">How to match this using regex</a></p>&#xA;&#xA;<p>Right now i want to search for 3D D keyword from user submitted data. The rule is as long ""p>From this question <a href="https://stackoverflow.com/questions/7395977/how-to-match-this-word-using-regex-php">How to match this using regex</a></p>&#xA;&#xA;<p>Right now i want to search for 3D D keyword from user submit"">From this question <a href="https://stackoverflow.com/questions/7395977/how-to-match-this-word-using-regex-php">How to match this using regex</a></p>&#xA;&#xA;<p>Right now i want to search for ""From this question <a href="https://stackoverflow.com/questions/7395977/how-to-match-this-word-using-regex-php">How to match this using regex</a></p>&#xA;&#xA;<p>Rig""rom this question <a href="https://stackoverflow.com/questions/7395977/how-to-match-this-word-using-regex-php">How to match this using re""om this question <a href="https://stackoverflow.com/questions/7395977/how-to-match-this-word-using-regex-php">""m this question <a href="https://stackoverflow.com/questions/7395977/how-to-match-th"" this question <a href="https://stackoverflow.com/questions""this question <a href="https://stac""his question",0,933,1,The problem is immediately solved
130,3,21335787,Loop won't allow float,"<p>I would like to change the loop so that the user can enter the depth as a decimal.  The weird thing is when I run it with straight integers, the program works fine.  But if I try to input a decimal into depth I receive this error message: &#xA;"Unbound""p>I wou",1,112,1,The problem is immediately solved
131,3,26918180,Comparing to Object in C#,<p>Hello I am new in C# and i have a little question : &#xA;when I call the method <code>list1.contains(product)</code> is it like java we need to override the Equals method ? </p>&#xA;&#xA;<p>if yes ? is this the way to do it ? </p>&#xA;&#xA;<pre><code>p,0,81,1,The problem is immediately solved
132,3,33287775,Bootstrap content doesn't lay out correctly in conjunction with fixed width sidebars,"<p>There is a large white gap between the first row of columns and the second row.</p>&#xA;&#xA;<p>JSFiddle: <a href="https://jsfiddle.net/5o3ug26g/" rel="nofollow">https://jsfiddle.net/5o3ug26g/</a></p>&#xA;&#xA;<pre><code>&lt;!DOCTYPE html&gt;&#xA;&lt;h""p>There is a large white gap between the first row of columns and the second row.</p>&#xA;&#xA;<p>JSFiddle: <a href="https://jsfiddle.net"">There is a large wh",3,50,1,The problem is immediately solved
133,3,7154283,HTML Include: Separate Header and Footer,"<p>Can we include an HTML file / snippet from another HTML file?</p>&#xA;&#xA;<p>My use case is related to how a website is built; in a simple form, a site typically has the same header and footer across the board. It is pretty straightforward if the site",2,4978,1,The problem is immediately solved
134,3,13816228,Code is not working in IE9,"<blockquote>&#xA;  <p><strong>Possible Duplicate:</strong><br>&#xA;  <a href="https://stackoverflow.com/questions/7792195/ie9-array-does-not-support-indexof">IE9 array does not support indexOf</a>  </p>&#xA;</blockquote>&#xA;&#xA;&#xA;&#xA;<p>My Code:</p>""blockquote>&#xA;  <p><strong>Possible Duplicate:</strong><br>&#xA;  <a href="https://stackoverflow.com/questions/7792195/ie9-array-does-not-support-indexof">IE9 array does not s""lockquote>&#xA;  <p><strong>Possible Duplicate:</strong><br>&#xA;  <a href="https://stackoverflow.co""ockquote>&#xA;  <p><stro",2,186,1,The problem is immediately solved
135,3,6197357,Looping through dictionary to insert value to an object,"<p>Consider I have the following dictionary:</p>&#xA;&#xA;<pre><code>dic={}&#xA;dic["var1"]=val1&#xA;dic["var2"]=val2&#xA;</code></pre>&#xA;&#xA;<p>Now I have another object which contains two properties: <code>var1</code> and <code>var2</code> .&#xA;I wo""p>Consider I have the following dictionary:</p>&#xA;&#xA;<pre><code>dic={}&#xA;dic["var1"]=val1&#xA;dic["var2"]=val2&#xA;</code></pre>&#xA;&#xA;<p>Now I have another obje"">Consider I have the following dictionary:</p>&#xA;&#xA;<pre><code>dic={}&#xA;dic["var""Con",4,224,1,The problem is immediately solved
136,3,19486198,convert a date object to Oracle timestamp type string,"<p>I want to convert a date object, <code>ex: new Date()</code>, to a string which has a format like Oracle's time stamp type, <code>ex: 21-OCT-13 11.08.13.858000000 AM</code>. I know I could just get each piece of information in the date object like <cod",0,5128,1,The problem is immediately solved
137,3,3965304,Disable sorting when clicking DataGridView column header,"<p>I have a <code>DataGridView</code> column header. When I click that header, the data is resorted according to the value.</p>&#xA;&#xA;<p>I don't want that.</p>&#xA;&#xA;<p><code>DataGrid</code> has an <code>AllowSort</code> property. DataGridView doesn",5,28738,1,The problem is immediately solved
138,3,30489466,Having problems while trying to populate a todo listview using a custom adaptor?,"<p>I want a user to input data through an editable text and I want to receive that data through a custom made listview, for that I am trying to use a custom adapter to add a textfield into my listview, through the <code>tostring()</code> method I have con",1,62,1,The problem is immediately solved
139,3,11894886,Apostrophe and reverse apostrophe in NSString,"<p>If I type <code>''</code> (that is, the key directly to the left of the enter/return key 2x) in Helvetica Bold in Photoshop, I get the following:</p>&#xA;&#xA;<p><img src="https://i.stack.imgur.com/Qtaqm.png" alt="enter image description here"></p>&#xA""p>If I type <code>''</code> (that is, the key directly to the left of the enter/",0,1220,1,The problem is immediately solved
140,3,27189482,Passing javascript variable into php variable via ajax is not working,"<p>test.php</p>&#xA;&#xA;<pre><code>&lt;script src="https://code.jquery.com/jquery-1.11.1.js"&gt;&lt;/script&gt;  &#xA;&lt;script&gt;&#xA;function testing(){&#xA; $.ajax({&#xA;                        url: 'test.php',&#xA;                        type: 'GET""p>test.php</p>&#xA;&#xA;<pre><code>&lt;script src="https://code.jquery.com/jquery-1.11.1.js"&gt;&lt;/script&gt;  &#xA;&lt;script&gt;&#xA;function testing(){&#xA; $.ajax({&#xA;                        url:"">test.php</p>&#xA;&#xA;<pre><code>&lt;script src="https://code.jquery.com/jquery-1.11.1.js"&gt;&lt;/script&gt;  &#xA;&lt;script&gt;&#xA;function testing""test.php</p>&#xA;&#xA;<pre><code>&lt;script src="https://code.jquery.com/jquery-1.11.1.js"&gt;&lt;/scr""est.php</p>&#xA;&#xA;<pre><code>&lt;script src="https""st.ph",0,330,1,The problem is immediately solved
148,3,23770876,"Calling method from unit test fails with "does not contain a definition" error""alling method from unit test fails w","<p>i have some troubles in my code... can u help me, please?</p>&#xA;&#xA;<p>I have trying make a test unit on Visual Studio, here's the code:</p>&#xA;&#xA;<pre><code>public partial class frmCalculator : Form&#xA;{&#xA;    string operand1 = string.Empty;&",0,217,1,The problem is immediately solved
149,3,2161825,Linq Logical Delete with associations,<p>I am trying to implement a logical delete senario across all my entities. All have an IsDeleted boolean property. I would also like to cascade the association deletes also. I started by adding a partial method for the entity to the datacontext.</p>&#xA,0,656,0,The problem is immediately solved
202,1,46099985,Which programming languages support posix-based regular expresions?,<p>I know about re module in Python but it does not follow posix standard and PHP has removed ereg. Is there any library in any language which supports that? I think the closest is regex library in Java. Anyone knows about another? &#xA;What would be the ,-2,25,1,The problem is immediately solved
208,1,19846258,What is the purpose of >>> bitwise shift operator in javascript?,"<p>I've seen in some code samples it being used in scenarios like this:</p>&#xA;&#xA;<pre><code>var len = t.length &gt;&gt;&gt; 0;&#xA;</code></pre>&#xA;&#xA;<p>What's confusing is that it didn't even need to be there, I'm not sure why this addition was a",1,132,1,The problem is immediately solved
209,1,19755751,Removing selection markers from JComponents,"<p>Is there any way to remove the dotted marker that presents my current selection of a component? <br/>I've included a picture to show which marker I'm referring to:</p>&#xA;&#xA;<p><img src="https://i.stack.imgur.com/W3jSA.png" alt="Selection marker"></""p>Is there any way to remove the dotted marker that presents m",0,29,1,The problem is immediately solved
210,1,43278630,Android :How to get Battery status without Broadcast Receiver for API level 17 and above?,<p>I want to get Battery status. I searched it on stack and i found the sample code using Broadcast Receiver but problem is that in my code i cannot use Broadcast Receiver.</p>&#xA;&#xA;<p>So is there any way to get battery status without using Broadcast ,3,553,1,The problem is immediately solved
211,1,23238889,Warning: imagejpeg() [function.imagejpeg]: Unable to open 'broadcast_news_images/13331558akantony2.jpg' for writing: Permission denied in,<p>Script shows this msg when uploading a image.Please help</p>&#xA;&#xA;<p>Warning: imagejpeg() [function.imagejpeg]: Unable to open 'broadcast_news_images/13331558akantony2.jpg' for writing: Permission denied in D:\inetpub\vhosts\gallinews.com\httpdocs\,0,1449,1,The problem is immediately solved
212,1,25010248,How do I get the unix timestamp of 6pm/7pm/8pm of the present day in php?,"<p>How do you, in PHP, get the UNIX timestamp of every hour (on the hour [i.e. 6:00, 7:00, 8:00]) from 6am to 9pm of the present day?</p>&#xA;",0,248,1,The problem is immediately solved
213,1,7879530,Remote Debug Aplication On Windows Server,"<p>I have a Windows 2008 r2 server. I just deployed my ASP.Net application to it. I am getting some errors. </p>&#xA;&#xA;<p>I know that I can debug the application using the remote debugger, but what if visual studio is not installed on the remote machin",1,1882,1,The problem is immediately solved
214,1,13446190,How to download excel from jQuery get ajax request,"<p>I have a spring MVC view which provides an excel file, however, I've now modified the process so that the user gets a modal box in which they can select some options before downloading the excel. These selected options are sent to the view. </p>&#xA;&#",2,2317,1,The problem is immediately solved
215,1,39959807,"Class partial template specialization for single function, how to solve undefined error of other members","<p>I have the following template class. I need to specialize the <code>alloc</code> function for some specific <code>outT</code> case.</p>&#xA;&#xA;<pre><code>template &lt;typename inT, typename outT&gt;&#xA;class Filter {&#xA;public:&#xA;&#xA;  typedef i",1,36,1,The problem is immediately solved
216,1,30624427,delete method in junit test with spring mvc,"<p>I'm making junit test for spring mvc project, I can make test method for get and post methods like the following example for get method,now I need to make test for delete method put I got this error</p>&#xA;&#xA;<p>(The method DELETE(String, Long) is u",0,1269,1,The problem is immediately solved
217,1,45149810,Appending and searching in a multidimensional array,"<p>So my problem is that I want to append a name of something to an array, and a count.  </p>&#xA;&#xA;<pre><code>test_array = []&#xA;test_array.append(['apples', 2])&#xA;test_array.append(['oranges', 5])&#xA;test_array.append(['bananas', 1])&#xA;&#xA;pri",1,25,1,The problem is immediately solved
218,1,33449010,After the installation open a blank solve SugarCRM,"<p>I have been working on this problem for a week now and finally found the solution, so I thought I'd share it since I could not find it on google.</p>&#xA;&#xA;<p>I was getting the following error:</p>&#xA;&#xA;<blockquote>&#xA;  <p>PHP Fatal error: Tra",-1,90,1,The problem is immediately solved
219,1,24602494,Efficiency on grid conversions,"<p>Here's the deal, i have these two functions that i feel are very inefficient and I'm also as good as sure there are more efficient ways to do them.  So the "tile" variable is an int going from 0 - 24 and i need to get the x &amp; y based on that int. (""p>Here's the deal, i have these two functions that i feel are very inefficient and I'm also as ",0,28,1,The problem is immediately solved
220,1,29282985,"When someone uploads an image, I want to add that image to my Gridster gallery - how do I do that?","<p>So far, I've got my gridster gallery working just fine, but only if I specify the file location in css. </p>&#xA;&#xA;<p>I would like users to be able to upload images, and they are automatically added to the gallery. </p>&#xA;&#xA;<p>I have a foreach ",-1,65,1,The problem is immediately solved
221,1,32380108,Iterating through object array,"<p>Please consider X which is an object array. Say object[10].&#xA;Elements of the object array represent different values, for e.g. object[1] is studentname, object[2] is birthdate, object[3] is address, and so on.</p>&#xA;&#xA;<p>Following is the way I ",0,42,1,The problem is immediately solved
222,1,33620529,htaccess url rewrite conflict,"<pre><code># RewriteRule ^section-([^.]+)/$ /index.php?section=$1 [L,QSA,NC]&#xA;RewriteRule ^section-([^.]+)/([^.]+)-C([^.]+)$ /index.php?section=$1&amp;dossier=$2&amp;catid=$3 [L,QSA,NC]&#xA;</code></pre>&#xA;&#xA;<p>Here's what i tried so far</p>&#xA;&",0,30,1,The problem is immediately solved
223,1,37280322,PHP - Removing Brackets and Special Characters,"<p>I'm looking to modify a PHP string so I can use it as an anchor tag.</p>&#xA;&#xA;<p>I used the method found here: <a href="https://stackoverflow.com/questions/14114411/remove-all-special-characters-from-a-string">Remove all special characters from a s""p>I'm looking to modify a PHP string so I can use it as an anchor tag.</p>&#xA;&#xA;<p>I used the method found here: <a href="ht"">I",0,41,1,The problem is immediately solved
224,1,27501732,Stop and start NSThread in Swift,<p>I have a thread with a <code>runLoop</code> inside thread's main function which is working right. This <code>runLoop</code> is inside a while loop which will iterate if cancelled is false. </p>&#xA;&#xA;<pre><code>public override func main() {&#xA;&#xA,2,1798,1,The problem is immediately solved
225,1,3649955,How to create key/value pairs in ASP?,"<p>How do I do something like this in ASP / VBScript?</p>&#xA;&#xA;<pre><code>Dim pairs&#xA;pairs= Dictionary(String, Integer)()&#xA;For Each item As String In storage&#xA;    Dim temp&#xA;    temp = item.Split(".")&#xA;    pairs.Add(temp(0), temp(1))&#xA""p>How do I do something like this in ASP / ",2,2561,1,The problem is immediately solved
226,1,32097708,string.Format exception Input string was not in a correct format,<p>I received the following error from a <code>string.Format(...)</code> operation:</p>&#xA;&#xA;<blockquote>&#xA;  <p><strong><em>System.FormatException</strong> - Input string was not in a correct format.</em></p>&#xA;</blockquote>&#xA;&#xA;<p>I have a ,1,1489,1,The problem is immediately solved
227,1,31002424,Call local Python script from PHP hosted on server,<p>I have PHP code on Apache server and PHP script just to call python script. This solution works fine if Python script is on same machine where is PHP script. But now I moved php on server and I am trying to call python script on another PC. Can someone,-1,146,1,The problem is immediately solved
228,1,28477883,How to define conversions between templates meant to represent 2D coordinates?,"<p>I have an application where for some reason (well, speed and storage space, basically) I need to work with integer 2D coordinates <em>most</em> of the time.  </p>&#xA;&#xA;<p>Some intermediate computations require floating point, though.  </p>&#xA;&#xA",0,48,1,The problem is immediately solved
229,1,11141231,Can operators be stored in variables?,<p>This is a thought example of what I am thinking of:</p>&#xA;&#xA;<pre><code>test = 'x &gt; 0';&#xA;&#xA;while str2func(test)&#xA;   Do your thing&#xA;   x=x-1;&#xA;end&#xA;</code></pre>&#xA;&#xA;<p>Is it possible to store whole logical operations in a ,3,72,1,The problem is immediately solved
230,1,30698238,Enable user interaction for gesture recognizer during UIView.animateWithDuration(),<p>I have a view (A) that holds several rectangular subviews (B). Each of these subviews have a single tap recognizer to trigger an action. The parent view A also has a single tap recognizer that calls a function on A's controller to make each of the subv,0,684,1,The problem is immediately solved
231,1,3516037,How to prevent foreign keys from messing up?,<p>This is how my tables look:</p>&#xA;&#xA;<pre><code>tableMembers | memberID as primary key&#xA;&#xA;tableAddress | addressID as primary key references memberID&#xA;&#xA;tableSubscription | subsID as primary key references memberID&#xA;</code></pre>&#xA,1,132,1,The problem is immediately solved
232,1,36369711,Imputing labels based on a comparison of columns,"<p>I don't think this question has been asked on this board before. I have two columns of 1s and 0s in a dataframe. Let's call these columns X and Y, respectively. In a comparison of X and Y for any row, one of four combinations is obviously possible:</p>",2,38,1,The problem is immediately solved
233,1,47061066,Is it possible to preview code start in vs code?,"<p>Well i am coming from Visual Studio where there is a feature to see a preview of the start of any code that isn't in the editor. ex if you are down at the end of an if statement or end of a method in C#, or even tag closings in HTML.</p>&#xA;&#xA;<p>He",1,20,1,The problem is immediately solved
234,1,42094461,Rendering navigation bar only after log in/sign up,<p>I'm using Devise to handle user authentication and would like my navigation bar to render only if a user has signed up/ logged in. I do not want it showing on my landing page. I was able to get it to not render when on the log in page:  </p>&#xA;&#xA;<,0,78,1,The problem is immediately solved
235,1,45355758,Ionic: Showing an alert controller with a checkbox and text input,"<p>I am trying to show a checkbox along with a text input field. (Ionic 3.5.3)</p>&#xA;&#xA;<p>The checkbox is not showing up. I looked at <a href="https://stackoverflow.com/questions/38569163/ionic2-how-to-put-a-checkbox-input-inside-an-alert-prompt">ano""p>I am trying to show a checkbox along with a text input field. (Ionic 3.5.3)</p>&#xA;&#xA;<p>The checkbox ",2,681,1,The problem is immediately solved
2,5,2494102,Pro's and Con's of unit testing after the fact,"<p>I have a largish complex app around 27k lines. Its essentially a rule drive multithreaded processing engine, without giving too much away Its been partially tested as it's been built, certain components. </p>&#xA;&#xA;<p>Question I have, is what is the",38,4831,0,"There are no comments, but another answer is accepted"
55,5,24543330,When is a const reference better than pass-by-value in C++11?,<p>I have some pre-C++11 code in which I use <code>const</code> references to pass large parameters like <code>vector</code>'s a lot. An example is as follows:</p>&#xA;&#xA;<pre><code>int hd(const vector&lt;int&gt;&amp; a) {&#xA;   return a[0];&#xA;}&#xA;,51,10346,0,"There are no comments, but another answer is accepted"
56,5,6695079,What is the naming convention for Primary Key column?,"<blockquote>&#xA;  <p><strong>Possible Duplicate:</strong><br>&#xA;  <a href="https://stackoverflow.com/questions/1369593/primary-key-foreign-key-naming-convention">Primary key/foreign Key naming convention</a>  </p>&#xA;</blockquote>&#xA;&#xA;&#xA;&#xA;<""blockquote>&#xA;  <p><strong>Possible Duplicate:</strong><br>&#xA;  <a href="https://stackoverflow.com/questions/1369593/primary-key-foreign-key-naming-convention">Primary key/f""lockquote>&#xA;  <p><strong>Possible Duplicate:</strong><br>&#xA;  <a href="https://stackoverflow.co""ockquote>&#xA;  <p><stro",2,4823,0,"There are no comments, but another answer is accepted"
57,5,22634292,can't input data to mysql with php,<p>Hi everybody i have a problem with data input from html form throu php to mysql the connection has been done i test it and its working but i cant figure out why data isn't imputed ive double checked the database and its as should be </p>&#xA;&#xA;<p><s,0,175,0,"There are no comments, but another answer is accepted"
58,5,405944,"With so much system resources available, how sure are you your code is tuned?","<p>With CPUs being increasingly faster, hard disks spinning, bits flying around so quickly, network speeds increasing as well, it's not that simple to tell bad code from good code like it used to be.</p>&#xA;&#xA;<p>I remember a time when you could optimi",0,258,0,"There are no comments, but another answer is accepted"
59,5,387594,C# Open Source Project Namespace,"<p>I am considering releasing one of my class libraries written in C# as open source. Before doing that, I am trying to do some refactoring so that it meets the demands of the general public :)</p>&#xA;&#xA;<p>I wonder what would be the best namespace sch",7,1569,0,"There are no comments, but another answer is accepted"
60,5,848778,Where can I find tutorials or webcasts for doing Sharepoint development?,<p>Where can I find tutorials or webcasts for doing Sharepoint development?</p>&#xA;,2,241,0,"There are no comments, but another answer is accepted"
61,5,334535,Debug .asp pages with visual studio 2005,"<p>I'm migrating a website made in classic asp to asp.net, but the asp.net dev server doesn't handle .asp pages.</p>&#xA;&#xA;<p>Is it possible to make it run .asp pages? Maybe a custom httphandler for .asp?</p>&#xA;&#xA;<p>thanks!</p>&#xA;",1,807,0,"There are no comments, but another answer is accepted"
62,5,3556652,How do Java Interfaces simulate multiple inheritance?,"<p>I am reading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfaces simulate multiple inheritance. Is there a clearer explanation than what is in the book? </p>&#xA;""p>I am reading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfaces simulate multiple inheritance. Is there a clearer explanation than what is in the"">I am reading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfaces simulate multiple inheritance. Is there a clearer explanation than""I am reading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfaces simulate multiple inheritance. Is there a clearer ex"" am reading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfaces simulate multiple inheritance. Is there""am reading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfaces simulate multiple inheritan""m reading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfaces simulate multipl"" reading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfaces simula""reading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java Interfac""eading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand how Java ""ading "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not understand ho""ding "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not underst""ing "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do not un""ng "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do no""g "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still do"" "The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still """The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still""The Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (again), but still""he Java Tutorial" (for the 2nd time). I just got through the section on Interfaces (""e Java Tutorial" (for the 2nd time). I just got through the section"" Java Tutorial" (for the 2nd time). I just got thro""Java Tutorial" (for the 2nd time). I""ava Tutorial" (for the""va Tutori",66,68607,0,"There are no comments, but another answer is accepted"
63,5,11065421,Command Prompt Won't Change Directory,"<p>I'm trying to compile some java (learning java currently), and to do so I need to change command-prompt's directory (using javac).</p>&#xA;&#xA;<pre><code>C:\...\Admin&gt; cd D:\Docs\Java&#xA;C:\...\Admin&gt; cd&#xA;C:\...\Admin&#xA;</code></pre>&#xA;&",161,240543,0,"There are no comments, but another answer is accepted"
64,5,656143,"Controller logic and template logic, where do you draw the line with pagination?","<p>The whole point of an MVC framework is to separate design (templates) from logic (controllers).  However, template languages often afford a limited degree of "design logic" to occur.  This includes basic if statements, loops, filtering, etc.</p>&#xA;&#""p>The whole point of an MVC framework is to separate design (templates) from logic (controlle",4,557,0,"There are no comments, but another answer is accepted"
65,5,2419494,Simple regex question to remove \,"<p>I have a simple question how do I remove a <code>\</code> with regex?</p>&#xA;&#xA;<p>Thanks</p>&#xA;&#xA;<p>I have tried it like this <code>.replace(/\\/ig, '');</code></p>&#xA;&#xA;<p>I am using javascript and classic asp</p>&#xA;&#xA;<p>Now it works",-1,84,0,"There are no comments, but another answer is accepted"
101,3,21279642,migrate web application application to angular.js,"<p>I am working on an online html presentation editor that is currently in production.&#xA;Eventually, I would like to re-write it using angular, preferably by gradually replacing components of the app rather than rebuilding it from the ground up.</p>&#xA",1,564,0,"There are no comments, but another answer is accepted"
150,3,44989884,Layout view is in top left corner in emulator,"<p>Constraint layout is not well placed. It always views on top left corner, but in design view it shows in the whole display. I want to display the app in full screen mode.</p>&#xA;&#xA;<p>This is a screenshot of what's happening:</p>&#xA;&#xA;<p><a href",1,69,0,"There are no comments, but another answer is accepted"
151,3,22850118,What is the W3C stance on sending GET params in a POST request?,<p>The title pretty much sums it up. Many web languages support sending/receiving URL encoded GET parameters in POST requests. Is this an acceptable practice per the HTTP standard?</p>&#xA;,1,70,0,"There are no comments, but another answer is accepted"
152,3,9269614,How to detect a memory leak,"<p>I have doubts that this part of code causes memory leak:</p>&#xA;&#xA;<pre><code>    public FileResult ShowCroppedImage(int id, int size)&#xA;    {&#xA;        string path = "~/Uploads/Photos/";&#xA;        string sourceFile = Server.MapPath(path) + id""p>I have doubts that this part of code causes memory leak:</p>&#xA;&#xA;<pre>",0,1065,0,"There are no comments, but another answer is accepted"
153,3,26778872,what is the difference this two type of function declaration?,"<p>I'm reading a book on data structure in C.</p>&#xA;&#xA;<p>I saw code like this in exercise,</p>&#xA;&#xA;<p>This is structure declaration. </p>&#xA;&#xA;<pre><code>typedef struct node&#xA;{&#xA;    int data;&#xA;    struct node *next;&#xA;}node;&#xA;<",0,64,0,"There are no comments, but another answer is accepted"
